@relation dataset_1

@attribute col0 numeric
@attribute col1 numeric
@attribute col2 {nom_2_0,nom_2_1,nom_2_2,nom_2_3,nom_2_4,nom_2_5}
@attribute col3 numeric
@attribute col4 numeric
@attribute class {class0,class1,class2}

@data
-0.471456,0,nom_2_0,0,?,?
-0.325219,0,nom_2_0,0,?,class0
0.189938,1,nom_2_0,1,?,class0
-1.08988,0,nom_2_0,0,?,class0
-0.465158,1,nom_2_0,1,?,class0
1.119124,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
-0.216812,0,nom_2_0,0,?,class0
0.347452,1,nom_2_1,1,?,class0
0.373554,0,nom_2_0,0,?,class0
-0.814113,0,nom_2_0,0,?,class0
-1.472029,0,nom_2_0,0,?,class0
0.615821,1,nom_2_1,1,?,class0
-0.80946,0,nom_2_0,0,?,class0
-0.434553,0,nom_2_0,0,?,class0
1.014567,1,nom_2_1,1,?,class0
-1.01245,0,nom_2_0,0,?,class0
-0.941459,0,nom_2_0,0,?,class0
4.943405,1,nom_2_2,1,?,class1
-0.765178,0,nom_2_0,0,?,class0
1.305258,1,nom_2_1,1,?,class0
?,0,nom_2_4,0,?,class2
1.168762,1,nom_2_1,1,?,class0
1.67693,1,nom_2_1,1,?,class0
-0.1183,1,nom_2_1,1,?,class0
-0.114316,0,nom_2_1,0,?,class0
7.978513,0,nom_2_3,0,?,class2
-1.097568,0,nom_2_0,0,?,class0
0.207971,1,nom_2_1,1,?,class0
10.790775,1,nom_2_4,1,?,class2
-0.969601,0,nom_2_0,0,?,class0
0.675409,0,nom_2_1,0,?,class0
6.539125,1,nom_2_3,1,?,class1
?,0,nom_2_0,0,?,class0
-1.694836,0,nom_2_0,0,?,class0
-1.154588,0,nom_2_0,0,?,class0
0.007482,0,nom_2_1,0,?,class0
-0.26812,1,nom_2_0,1,?,class0
0.264269,1,nom_2_0,1,?,class0
-1.866289,0,nom_2_0,0,?,class0
0.893837,1,nom_2_1,1,?,class0
1538.604433,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
1.610984,1,nom_2_1,1,?,?
0.628843,0,nom_2_1,0,?,class0
-2.032765,0,nom_2_0,0,?,class0
9.805393,0,nom_2_4,0,?,class2
0.990823,0,nom_2_1,0,?,class0
-0.187171,1,nom_2_0,1,?,class0
-973.577221,0,nom_2_0,0,?,class0
-0.438168,0,nom_2_0,0,?,class0
11624.320173,1,nom_2_4,1,?,class2
-0.353289,0,nom_2_0,0,?,class0
0.439349,1,nom_2_0,1,?,?
0.234889,1,nom_2_0,1,?,class0
?,1,nom_2_1,1,?,class0
0.724867,1,nom_2_1,1,?,class0
0.188195,0,nom_2_1,0,?,class0
?,0,nom_2_0,0,?,class0
-0.733197,1,nom_2_0,1,?,class0
47.374098,1,nom_2_0,1,?,class0
-0.479184,1,nom_2_0,1,?,class0
0.888539,1,nom_2_0,1,?,class0
0.231328,1,nom_2_1,1,?,class0
-0.725375,0,nom_2_0,0,?,class0
-0.549859,0,nom_2_0,0,?,class0
-0.217892,1,nom_2_1,1,?,class0
-0.146028,1,nom_2_0,1,?,class0
-0.73712,0,nom_2_0,0,?,class0
1.291323,1,nom_2_1,1,?,class0
1.153857,1,nom_2_1,1,?,class0
1.202669,1,nom_2_1,1,?,class0
2238.29577,1,nom_2_1,1,?,class0
-1.141162,0,nom_2_0,0,?,class0
0.81471,1,nom_2_1,1,?,class0
-0.676448,0,nom_2_0,0,?,class0
-0.842677,0,nom_2_0,0,?,?
-1.22486,0,nom_2_0,0,?,class0
10.215718,0,nom_2_4,0,?,class2
0.121074,0,nom_2_1,0,?,class0
1.48899,1,nom_2_1,1,?,class0
0.138174,0,nom_2_0,0,?,class0
-0.914082,0,nom_2_0,0,?,class0
0.219688,0,nom_2_1,0,?,class0
-0.332892,0,nom_2_0,0,?,class0
-0.119291,1,nom_2_0,1,?,class0
-0.066505,1,nom_2_0,1,?,class0
0.123924,1,nom_2_1,1,?,class0
-1.247407,0,nom_2_0,0,?,class0
0.275078,1,nom_2_1,1,?,class0
0.401407,1,nom_2_1,1,?,class0
0.357028,1,nom_2_0,1,?,class0
0.254043,1,nom_2_1,1,?,class0
-0.07889,0,nom_2_0,0,?,class0
-0.22963,0,nom_2_0,0,?,class0
0.30706,1,nom_2_0,1,?,class0
?,0,nom_2_0,0,?,class0
1.025852,1,nom_2_1,1,?,?
0.63149,0,nom_2_0,0,?,class0
-0.019465,1,nom_2_1,1,?,class0
-0.14599,0,nom_2_0,0,?,class0
0.422249,1,nom_2_0,1,?,class0
0.823388,1,nom_2_1,1,?,class0
0.590557,1,nom_2_1,1,?,class0
0.946629,1,nom_2_1,1,?,class0
-0.945058,0,nom_2_0,0,?,class0
10.564849,1,nom_2_4,1,?,class2
0.564668,1,nom_2_1,1,?,class0
1.225108,1,nom_2_1,1,?,class0
-0.366219,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
0.055989,0,nom_2_0,0,?,class0
1.204764,1,nom_2_1,1,?,class0
-0.061994,1,nom_2_1,1,?,class0
6.111958,0,nom_2_2,0,?,class1
10.989847,1,nom_2_4,1,?,class2
0.498655,1,nom_2_1,1,?,class0
-0.795722,0,nom_2_0,0,?,class0
-0.962877,0,nom_2_0,0,?,class0
-1.487166,0,nom_2_0,0,?,class0
0.023144,0,nom_2_0,0,?,class0
1.263162,1,nom_2_1,1,?,class0
-0.4467,0,nom_2_0,0,?,class0
-0.060726,0,nom_2_0,0,?,class0
-0.355721,1,nom_2_1,1,?,class0
10.028349,1,nom_2_4,1,?,class2
-0.37379,0,nom_2_0,0,?,class0
473.001922,1,nom_2_1,1,?,class0
1.034908,0,nom_2_0,0,?,class0
-0.485664,0,nom_2_0,0,?,class0
0.616928,0,nom_2_0,0,?,class0
-1.487627,0,nom_2_0,0,?,class0
1.178082,1,nom_2_1,1,?,class0
0.083513,1,nom_2_0,1,?,class0
0.538347,1,nom_2_1,1,?,class0
-1.650244,0,nom_2_0,0,?,class0
1.215994,1,nom_2_1,1,?,class0
0.006153,1,nom_2_1,1,?,class0
?,1,nom_2_0,1,?,class0
1.298557,1,nom_2_1,1,?,class0
0.191811,0,nom_2_1,0,?,?
9.759474,1,nom_2_4,1,?,class2
0.142075,0,nom_2_0,0,?,class0
0.748058,0,nom_2_0,0,?,class0
0.373082,0,nom_2_0,0,?,class0
-1.311769,0,nom_2_0,0,?,class0
-1.055779,0,nom_2_0,0,?,class0
0.072788,0,nom_2_0,0,?,class0
0.643476,1,nom_2_1,1,?,class0
-1.084861,0,nom_2_0,0,?,class0
6.396001,1,nom_2_2,1,?,class1
-1.224838,0,nom_2_0,0,?,class0
-0.123482,1,nom_2_1,1,?,class0
0.229453,1,nom_2_0,1,?,class0
10.151991,1,nom_2_4,1,?,class2
0.17825,0,nom_2_0,0,?,class0
-0.450672,1,nom_2_1,1,?,class0
0.279875,1,nom_2_0,1,?,class0
-0.896846,0,nom_2_0,0,?,class0
-0.019736,1,nom_2_1,1,?,class0
-0.55299,1,nom_2_1,1,?,class0
0.582757,1,nom_2_1,1,?,class0
1370.66326,1,nom_2_1,1,?,class0
1.097687,1,nom_2_1,1,?,class0
-0.123384,1,nom_2_1,1,?,class0
1.351389,1,nom_2_1,1,?,class0
-0.769401,0,nom_2_0,0,?,class0
-0.581564,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
0.863197,1,nom_2_1,1,?,class0
-0.051323,1,nom_2_0,1,?,class0
?,1,nom_2_1,1,?,class0
0.886398,1,nom_2_1,1,?,class0
-0.252019,1,nom_2_0,1,?,class0
-0.5221,0,nom_2_0,0,?,class0
0.183242,1,nom_2_1,1,?,class0
0.902242,1,nom_2_0,1,?,class0
-1238.176173,0,nom_2_0,0,?,class0
0.533896,1,nom_2_1,1,?,class0
0.035904,1,nom_2_1,1,?,class0
3.86839,0,nom_2_2,0,?,class1
-896.47761,1,nom_2_1,1,?,class0
3.94709,0,nom_2_2,0,?,class1
0.858827,1,nom_2_1,1,?,class0
0.257443,1,nom_2_1,1,?,class0
1.75125,1,nom_2_1,1,?,class0
0.153723,0,nom_2_0,0,?,class0
-262.541916,0,nom_2_0,0,?,class0
0.884694,1,nom_2_1,1,?,class0
-0.544083,1,nom_2_0,1,?,class0
-0.525487,0,nom_2_0,0,?,class0
-240.677005,1,nom_2_1,1,?,class0
0.699563,1,nom_2_0,1,?,class0
11.710876,1,nom_2_4,1,?,class2
?,0,nom_2_0,0,?,class0
11.101205,1,nom_2_4,1,?,class2
0.264305,1,nom_2_1,1,?,class0
2057.607782,0,nom_2_1,0,?,class1
0.462155,1,nom_2_0,1,?,class0
1.440347,1,nom_2_1,1,?,class0
0.837912,0,nom_2_0,0,?,class0
-2.034938,0,nom_2_0,0,?,class0
1.203694,0,nom_2_1,0,?,class0
0.84051,1,nom_2_1,1,?,class0
0.73645,1,nom_2_0,1,?,class0
-0.321247,0,nom_2_0,0,?,class0
1.399297,1,nom_2_1,1,?,class0
77.220296,0,nom_2_0,0,?,class0
-1.078299,0,nom_2_0,0,?,class0
0.7577,1,nom_2_0,1,?,class0
284893.556224,1,nom_2_0,1,?,class0
9.884312,1,nom_2_4,1,?,class2
1.513118,1,nom_2_1,1,?,class0
9.235499,0,nom_2_3,0,?,class2
0.252908,0,nom_2_0,0,?,class0
-0.872085,0,nom_2_0,0,?,class0
0.042266,1,nom_2_0,1,?,class0
0.181151,0,nom_2_0,0,?,class0
0.468201,0,nom_2_1,0,?,class0
-0.221358,1,nom_2_0,1,?,class0
1.59671,1,nom_2_1,1,?,class0
1.25541,1,nom_2_1,1,?,class0
378.292198,1,nom_2_1,1,?,class0
-4.156097,0,nom_2_0,0,?,class0
2.29439,1,nom_2_1,1,?,class0
0.79697,1,nom_2_1,1,?,class0
0.610553,1,nom_2_1,1,?,?
0.389571,1,nom_2_1,1,?,class0
-0.916394,0,nom_2_0,0,?,class0
0.203027,1,nom_2_0,1,?,class0
1.3934,1,nom_2_0,1,?,class0
-0.423963,0,nom_2_0,0,?,class0
-1.923336,0,nom_2_0,0,?,class0
0.775111,0,nom_2_1,0,?,class0
-1.411015,0,nom_2_0,0,?,class0
-0.988821,0,nom_2_0,0,?,class0
-0.516123,0,nom_2_0,0,?,class0
-1.98881,0,nom_2_0,0,?,class0
555.748199,1,nom_2_0,1,?,class0
-1.527203,0,nom_2_0,0,?,class0
4.412658,0,nom_2_2,0,?,class1
1.302639,1,nom_2_0,1,?,class0
0.776578,1,nom_2_1,1,?,class0
176.315228,0,nom_2_1,0,?,?
2.073629,1,nom_2_1,1,?,class0
12.966384,1,nom_2_4,1,?,class2
-0.876397,1,nom_2_0,1,?,class0
-0.008747,0,nom_2_0,0,?,class0
-0.68319,1,nom_2_0,1,?,class0
0.001002,0,nom_2_0,0,?,class0
1.034464,1,nom_2_1,1,?,class0
858.004904,1,nom_2_1,1,?,class0
0.073715,1,nom_2_0,1,?,class0
-0.948455,1,nom_2_1,1,?,class0
0.066188,0,nom_2_0,0,?,class0
0.478264,0,nom_2_0,0,?,class0
-0.755886,0,nom_2_0,0,?,class0
0.660393,0,nom_2_0,0,?,class0
-0.684274,0,nom_2_0,0,?,class0
-0.859927,0,nom_2_0,0,?,class0
740.271456,1,nom_2_1,1,?,?
0.953964,1,nom_2_1,1,?,class0
-1.09577,0,nom_2_0,0,?,class0
-0.637047,0,nom_2_0,0,?,class0
-2.138127,0,nom_2_0,0,?,class0
-1.326447,0,nom_2_0,0,?,class0
-0.395504,0,nom_2_0,0,?,class0
-1.139091,0,nom_2_0,0,?,class0
-0.069415,0,nom_2_0,0,?,class0
-1.323788,0,nom_2_0,0,?,?
6.104795,1,nom_2_3,1,?,class1
0.965039,1,nom_2_0,1,?,class0
2.397413,1,nom_2_1,1,?,class0
?,1,nom_2_1,1,?,class0
7.993198,0,nom_2_3,0,?,class2
-1.577214,0,nom_2_0,0,?,class0
1.868998,1,nom_2_1,1,?,class0
1.839833,1,nom_2_1,1,?,class0
4.691046,0,nom_2_2,0,?,class1
0.763055,1,nom_2_0,1,?,class0
-0.199154,1,nom_2_0,1,?,class0
1.913136,1,nom_2_1,1,?,class0
-0.336815,0,nom_2_0,0,?,class0
10.946367,1,nom_2_4,1,?,class2
0.429107,1,nom_2_0,1,?,class0
0.067082,0,nom_2_0,0,?,class0
5.302929,0,nom_2_2,0,?,class1
0.234894,1,nom_2_1,1,?,class0
0.867771,1,nom_2_1,1,?,class0
0.753818,1,nom_2_1,1,?,class0
-1.223701,0,nom_2_0,0,?,class0
-0.492163,1,nom_2_0,1,?,class0
-0.794534,1,nom_2_0,1,?,class0
-0.009862,1,nom_2_0,1,?,?
-0.221077,0,nom_2_0,0,?,class0
11.741332,1,nom_2_4,1,?,class2
-0.434275,1,nom_2_1,1,?,class0
0.235738,1,nom_2_1,1,?,class0
-0.585081,0,nom_2_0,0,?,class0
-0.091463,0,nom_2_0,0,?,class0
-1920.838655,0,nom_2_0,0,?,?
0.682717,1,nom_2_0,1,?,class0
-1.521798,0,nom_2_0,0,?,class0
11.349549,1,nom_2_4,1,?,class2
-2.040002,0,nom_2_0,0,?,class0
378.518029,1,nom_2_1,1,?,class0
1.766695,1,nom_2_1,1,?,class0
-0.021056,0,nom_2_0,0,?,class0
0.272014,0,nom_2_0,0,?,class0
1326.57774,1,nom_2_1,1,?,class0
-0.929571,1,nom_2_0,1,?,class0
-0.436512,1,nom_2_0,1,?,class0
-0.035527,1,nom_2_0,1,?,class0
2.778489,1,nom_2_1,1,?,class0
-0.552517,0,nom_2_1,0,?,class0
-0.296808,0,nom_2_0,0,?,class0
-0.238989,0,nom_2_1,0,?,class0
0.301698,1,nom_2_1,1,?,class0
0.800426,0,nom_2_0,0,?,class0
5.796875,1,nom_2_2,1,?,class1
0.359628,0,nom_2_0,0,?,class0
-0.159017,1,nom_2_0,1,?,class0
0.568141,1,nom_2_1,1,?,class0
-0.881737,0,nom_2_0,0,?,class0
-0.363646,0,nom_2_0,0,?,class0
?,0,nom_2_1,0,?,class0
-0.621266,0,nom_2_0,0,?,class0
-0.605566,1,nom_2_1,1,?,class0
-1.290121,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
-0.317101,0,nom_2_0,0,?,class0
-0.99794,0,nom_2_0,0,?,class0
1.074867,1,nom_2_1,1,?,class0
0.552049,0,nom_2_0,0,?,class0
5.256599,0,nom_2_2,0,?,class1
-1.364135,0,nom_2_0,0,?,class0
-0.199171,0,nom_2_0,0,?,class0
0.708518,1,nom_2_0,1,?,class0
-0.433916,1,nom_2_0,1,?,class0
-0.381578,0,nom_2_1,0,?,class0
-1.198428,0,nom_2_0,0,?,?
-0.347437,0,nom_2_0,0,?,class0
0.392876,1,nom_2_1,1,?,class0
-1.117457,0,nom_2_0,0,?,class0
-1.62508,0,nom_2_0,0,?,class0
0.342408,1,nom_2_1,1,?,class0
0.651741,1,nom_2_1,1,?,class0
5.86936,1,nom_2_2,1,?,class1
0.948864,1,nom_2_1,1,?,class0
0.142069,0,nom_2_0,0,?,class0
0.164999,1,nom_2_0,1,?,class0
1.293655,1,nom_2_1,1,?,class0
0.384171,1,nom_2_1,1,?,class0
-0.38253,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
-0.667555,1,nom_2_0,1,?,class0
-0.520342,0,nom_2_0,0,?,class0
3986.811623,0,nom_2_2,0,?,class1
9.66446,1,nom_2_4,1,?,class2
?,1,nom_2_1,1,?,class0
0.908767,1,nom_2_0,1,?,class0
0.402762,0,nom_2_1,0,?,class0
-0.278894,0,nom_2_0,0,?,class0
-0.141439,0,nom_2_0,0,?,class0
-0.301532,1,nom_2_1,1,?,class0
0.51808,0,nom_2_1,0,?,class0
-0.093565,0,nom_2_1,0,?,class0
?,0,nom_2_0,0,?,class0
-0.496581,0,nom_2_1,0,?,class0
-0.627124,1,nom_2_1,1,?,class0
-1.096735,0,nom_2_0,0,?,class0
-978.831628,0,nom_2_0,0,?,class0
10.646942,1,nom_2_4,1,?,class2
-0.503824,0,nom_2_0,0,?,class0
0.033416,1,nom_2_1,1,?,?
-0.290251,0,nom_2_0,0,?,class0
-0.123852,0,nom_2_1,0,?,class0
0.626708,1,nom_2_1,1,?,class0
-0.017196,0,nom_2_0,0,?,class0
-0.348588,1,nom_2_1,1,?,class0
4.813608,0,nom_2_2,0,?,class1
65.721736,1,nom_2_0,1,?,class0
0.771439,1,nom_2_0,1,?,class0
-0.126862,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
-0.85179,1,nom_2_0,1,?,class0
-1.209693,1,nom_2_0,1,?,class0
-0.056854,1,nom_2_0,1,?,class0
0.55539,1,nom_2_1,1,?,class0
-0.735997,0,nom_2_0,0,?,class0
-0.932827,0,nom_2_0,0,?,class0
0.924706,1,nom_2_1,1,?,class0
0.162704,1,nom_2_1,1,?,class0
1.562659,1,nom_2_1,1,?,class0
0.482646,1,nom_2_0,1,?,class0
9.501878,0,nom_2_4,0,?,class2
0.06888,0,nom_2_1,0,?,class0
1.09049,1,nom_2_1,1,?,class0
-0.169279,0,nom_2_0,0,?,class0
0.356289,1,nom_2_1,1,?,class0
?,1,nom_2_1,1,?,class0
?,1,nom_2_1,1,?,class0
4.222195,0,nom_2_2,0,?,class1
-0.355944,1,nom_2_0,1,?,class0
1.747862,1,nom_2_1,1,?,class0
-0.075553,1,nom_2_0,1,?,class0
9.881534,0,nom_2_4,0,?,class2
0.499818,1,nom_2_1,1,?,class0
-0.024331,1,nom_2_1,1,?,class0
0.775051,1,nom_2_1,1,?,class0
1.473636,1,nom_2_1,1,?,class0
-0.027077,1,nom_2_1,1,?,class0
10.307947,1,nom_2_4,1,?,class2
0.356943,1,nom_2_0,1,?,class0
-0.618881,0,nom_2_0,0,?,class0
-408.137476,0,nom_2_0,0,?,class0
-1.540844,0,nom_2_0,0,?,class0
-0.96188,0,nom_2_0,0,?,class0
-1.846253,0,nom_2_0,0,?,class0
-1.340665,0,nom_2_0,0,?,class0
1.043315,1,nom_2_0,1,?,class0
-0.003958,0,nom_2_0,0,?,class0
-1.043928,1,nom_2_1,1,?,class0
0.980116,1,nom_2_1,1,?,class0
-3057.584403,0,nom_2_0,0,?,class0
-1.916271,0,nom_2_0,0,?,class0
1.500287,1,nom_2_1,1,?,class0
-0.624058,1,nom_2_1,1,?,class0
-0.485436,0,nom_2_0,0,?,class0
-910.576855,0,nom_2_0,0,?,class0
-0.733047,0,nom_2_0,0,?,class0
1.218235,1,nom_2_1,1,?,class0
-2.299169,0,nom_2_0,0,?,class0
0.522594,0,nom_2_0,0,?,class0
1.511319,1,nom_2_1,1,?,class0
1.284621,1,nom_2_1,1,?,?
-0.916413,0,nom_2_0,0,?,class0
-1.055148,0,nom_2_0,0,?,?
636694.074376,1,nom_2_1,1,?,class0
-1.228844,0,nom_2_0,0,?,class0
-0.703565,1,nom_2_0,1,?,class0
-0.840636,0,nom_2_0,0,?,class0
?,1,nom_2_0,1,?,class0
3.954627,0,nom_2_2,0,?,class1
-0.438122,0,nom_2_0,0,?,class0
-0.116939,1,nom_2_1,1,?,class0
-0.935439,1,nom_2_1,1,?,class0
0.031456,0,nom_2_0,0,?,class0
-0.047518,1,nom_2_0,1,?,?
860.36792,1,nom_2_1,1,?,class0
1.17578,1,nom_2_1,1,?,class0
-1.132086,0,nom_2_0,0,?,class0
-0.845506,0,nom_2_0,0,?,class0
-0.225719,1,nom_2_1,1,?,class0
-0.907198,0,nom_2_0,0,?,class0
-0.530229,0,nom_2_0,0,?,class0
-1.05359,0,nom_2_0,0,?,class0
-1.246085,0,nom_2_0,0,?,class0
0.141144,1,nom_2_1,1,?,class0
0.354948,1,nom_2_0,1,?,class0
-1.954394,0,nom_2_0,0,?,class0
-1.031124,0,nom_2_0,0,?,class0
?,0,nom_2_0,0,?,class0
-1.349644,0,nom_2_0,0,?,class0
10.10444,0,nom_2_4,0,?,class2
0.07402,1,nom_2_1,1,?,class0
1.377498,1,nom_2_1,1,?,class0
0.512753,1,nom_2_1,1,?,class0
0.530156,1,nom_2_1,1,?,class0
3.28694,1,nom_2_1,1,?,class0
0.36585,1,nom_2_1,1,?,?
-0.465402,0,nom_2_0,0,?,class0
1.165995,1,nom_2_1,1,?,class0
1.146083,0,nom_2_0,0,?,class0
0.339344,0,nom_2_1,0,?,class0
-0.255924,0,nom_2_0,0,?,class0
4.779946,1,nom_2_2,1,?,class1
-0.049412,1,nom_2_1,1,?,class0
1.055618,1,nom_2_0,1,?,?
2147567.691878,1,nom_2_1,1,?,class0
0.140476,0,nom_2_1,0,?,class0
0.288679,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
0.071052,0,nom_2_0,0,?,class0
-0.0857,1,nom_2_0,1,?,class0
-0.390571,0,nom_2_0,0,?,class0
0.877734,0,nom_2_1,0,?,class0
1.627497,1,nom_2_1,1,?,class0
-0.687602,0,nom_2_0,0,?,class0
-0.18645,1,nom_2_1,1,?,class0
-0.664853,1,nom_2_0,1,?,class0
2.387265,1,nom_2_1,1,?,class0
0.184712,0,nom_2_0,0,?,class0
1.062171,1,nom_2_1,1,?,class0
-0.002909,1,nom_2_1,1,?,class0
-1.412673,0,nom_2_0,0,?,class0
6.101535,1,nom_2_2,1,?,class1
?,0,nom_2_0,0,?,class0
-0.325361,1,nom_2_0,1,?,class0
0.161132,1,nom_2_1,1,?,class0
0.13038,1,nom_2_1,1,?,class0
-1582.955215,0,nom_2_0,0,?,class0
?,0,nom_2_2,0,?,class1
0.18836,1,nom_2_0,1,?,class0
-0.986863,0,nom_2_0,0,?,class0
5485.556671,1,nom_2_2,1,?,class1
3.217486,1,nom_2_1,1,?,class0
-1.434912,0,nom_2_0,0,?,class0
?,1,nom_2_2,1,?,class1
-0.862261,0,nom_2_0,0,?,class0
0.176015,1,nom_2_1,1,?,class0
-0.527097,1,nom_2_0,1,?,class0
-0.945895,0,nom_2_0,0,?,class0
0.723955,1,nom_2_0,1,?,class0
-0.244201,0,nom_2_1,0,?,class0
0.431907,1,nom_2_1,1,?,class0
-100.518632,1,nom_2_1,1,?,class0
0.206804,0,nom_2_1,0,?,class0
-1.421667,0,nom_2_0,0,?,class0
1.661934,1,nom_2_1,1,?,class0
-0.272465,0,nom_2_1,0,?,class0
1.202726,1,nom_2_1,1,?,class0
-1.42509,0,nom_2_0,0,?,class0
-0.136608,0,nom_2_1,0,?,class0
-1.600035,0,nom_2_0,0,?,class0
-1057.640947,0,nom_2_0,0,?,class0
-1.235873,1,nom_2_0,1,?,class0
0.495629,1,nom_2_0,1,?,class0
-0.189768,0,nom_2_0,0,?,class0
-2.617778,0,nom_2_0,0,?,class0
4.094331,1,nom_2_2,1,?,class1
-0.320967,0,nom_2_0,0,?,class0
?,1,nom_2_0,1,?,class0
1.037766,1,nom_2_1,1,?,class0
1.5954,1,nom_2_1,1,?,class0
-0.270652,0,nom_2_0,0,?,class0
0.502772,0,nom_2_0,0,?,class0
379.616888,0,nom_2_1,0,?,class0
-0.358718,1,nom_2_1,1,?,class0
8.916114,0,nom_2_3,0,?,class2
0.692992,1,nom_2_0,1,?,class0
1.106979,1,nom_2_1,1,?,class0
-1.134827,0,nom_2_0,0,?,class0
-0.999732,0,nom_2_0,0,?,class0
-0.574387,0,nom_2_1,0,?,class0
4.516848,0,nom_2_2,0,?,class1
-0.603813,0,nom_2_0,0,?,class0
-0.614289,0,nom_2_0,0,?,class0
4.7526,1,nom_2_2,1,?,class1
-0.940894,0,nom_2_0,0,?,class0
0.004933,1,nom_2_1,1,?,class0
0.451143,0,nom_2_0,0,?,class0
1031.18813,1,nom_2_1,1,?,?
-0.527981,0,nom_2_0,0,?,class0
0.116628,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
1.225545,1,nom_2_1,1,?,class0
-1.051247,1,nom_2_0,1,?,class0
9.620613,0,nom_2_4,0,?,class2
0.065684,1,nom_2_1,1,?,class0
0.588691,1,nom_2_0,1,?,class0
0.725292,1,nom_2_1,1,?,class0
-0.276859,1,nom_2_0,1,?,class0
2.708594,1,nom_2_1,1,?,class0
4.708223,0,nom_2_2,0,?,class1
0.623036,1,nom_2_1,1,?,class0
9.606367,1,nom_2_4,1,?,class2
?,0,nom_2_1,0,?,class0
-1.948027,0,nom_2_0,0,?,class0
-0.823793,0,nom_2_0,0,?,class0
1.591896,1,nom_2_1,1,?,class0
-0.599102,0,nom_2_0,0,?,class0
-0.134408,1,nom_2_0,1,?,class0
-0.031927,0,nom_2_1,0,?,class0
4.417887,0,nom_2_2,0,?,class1
?,1,nom_2_1,1,?,class0
-0.030345,1,nom_2_0,1,?,class0
-1.294143,0,nom_2_0,0,?,class0
0.420471,1,nom_2_1,1,?,class0
-1.653284,0,nom_2_0,0,?,class0
?,1,nom_2_1,1,?,class0
0.626529,1,nom_2_1,1,?,class0
1.034349,1,nom_2_0,1,?,class0
0.536581,1,nom_2_1,1,?,class0
0.847698,1,nom_2_1,1,?,class0
-1.024275,0,nom_2_0,0,?,class0
-0.260903,1,nom_2_1,1,?,class0
-0.479989,1,nom_2_1,1,?,class0
-0.457916,1,nom_2_1,1,?,class0
0.141573,1,nom_2_1,1,?,class0
-0.122884,1,nom_2_0,1,?,class0
4.962683,1,nom_2_2,1,?,class1
8696.473479,0,nom_2_3,0,?,class2
0.141932,1,nom_2_1,1,?,class0
0.380328,1,nom_2_1,1,?,class0
1.551462,1,nom_2_1,1,?,class0
?,0,nom_2_0,0,?,class0
2.135088,1,nom_2_1,1,?,?
0.56014,0,nom_2_0,0,?,class0
-0.691592,0,nom_2_0,0,?,class0
-1.627396,0,nom_2_0,0,?,class0
4.858669,1,nom_2_2,1,?,class1
0.262344,0,nom_2_0,0,?,class0
-0.615872,0,nom_2_0,0,?,class0
8.668718,0,nom_2_3,0,?,class2
-0.311874,0,nom_2_0,0,?,class0
-1.337701,0,nom_2_0,0,?,class0
-1.600371,0,nom_2_0,0,?,?
7.117526,1,nom_2_3,1,?,class1
0.32304,1,nom_2_0,1,?,?
-0.023803,0,nom_2_0,0,?,class0
-2.701201,0,nom_2_0,0,?,class0
-0.316172,1,nom_2_0,1,?,class0
-0.17934,1,nom_2_0,1,?,class0
0.467153,0,nom_2_1,0,?,class0
2.877991,1,nom_2_1,1,?,class0
0.466207,1,nom_2_0,1,?,class0
-1.2842,0,nom_2_0,0,?,class0
889.581999,1,nom_2_1,1,?,class0
-2.028689,0,nom_2_0,0,?,class0
1.277645,1,nom_2_1,1,?,class0
-0.905506,1,nom_2_0,1,?,class0
-0.146975,0,nom_2_0,0,?,class0
9.641082,0,nom_2_3,0,?,class2
0.027642,1,nom_2_1,1,?,class0
0.080247,0,nom_2_0,0,?,class0
-1.3877,0,nom_2_0,0,?,class0
1.37316,1,nom_2_1,1,?,class0
-1.926596,0,nom_2_0,0,?,class0
9.461345,0,nom_2_3,0,?,class2
-0.196441,0,nom_2_0,0,?,class0
0.200606,1,nom_2_1,1,?,class0
0.732206,0,nom_2_1,0,?,class0
9.600746,0,nom_2_4,0,?,?
-0.956433,0,nom_2_0,0,?,class0
1.244375,1,nom_2_1,1,?,class0
0.890398,1,nom_2_0,1,?,class0
-518.261798,0,nom_2_0,0,?,class0
-2.295612,0,nom_2_0,0,?,class0
0.07114,0,nom_2_0,0,?,class0
0.573601,1,nom_2_1,1,?,class0
-1.357247,0,nom_2_0,0,?,class0
0.75188,1,nom_2_1,1,?,class0
0.220221,1,nom_2_0,1,?,class0
4.091103,0,nom_2_2,0,?,class1
1.127857,1,nom_2_1,1,?,class0
-0.777553,0,nom_2_0,0,?,class0
10.081336,0,nom_2_3,0,?,class2
4.48678,1,nom_2_2,1,?,class1
1.117255,0,nom_2_1,0,?,class0
-0.497313,1,nom_2_0,1,?,class0
